Index,GNI_real,GDP_real,INDPRO,IPFPNSS_1,IPFPNSS_2,IPFINAL_1,IPFINAL_2,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,PAYEMS,ICSA ,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOV,CES0600000007,AWOTMAN,AWHMAN,CES0600000008,CES2000000008,CES3000000008,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,DPCERA3M086SBEA,RETAILx,ACOGNO,AMDMNOx,ANDENOx,AMDMUOx,ISRATIOx,UMCSENTx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,DTCOLNVHFNM,DTCTHFNM,INVEST,KR.MIR,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXAFEGSMTH,EXKRUSx,EXKRJPx,EXKREUx,EXKRCNx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,KOSPI,KOSPIdivyield,KOSPIPE,VKOSPI,US.FFR
1988.11.1,417280.9668,420443.9409,18.233,,,19.9,59,59,46,70.2,21,10.6,46,70.2,18.164,15.091,64.5,109.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64808.8,,,,,,93.214,,28524.4,89852.7,2634.436,7467.6,,-9473.6,,,,,,,,,,,13.67,,,,14.28,,,,,,,,,,,687.5,564.59,,,52.53,51.17,55.78,20.28,,39.205,34.107,39.883,30.404,42.12,35.875,98.335,31.468,,40.863,29.5,5.3,2.4,0.6,,,,,8.35
1988.12.1,417280.9668,420443.9409,17.981,,,19.2,56.9,56.9,44.8,68.6,20.5,10.3,44.8,68.6,17.852,15.091,62.8,105.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64808.8,,,,,,97.54,,29322.2,92669.9,2693.736,9728.4,,-7238.6,,,,,,,,,,,12.86,,,,13.58,,,,,,,,,,,684.1,547.72,,,52.93,51.59,55.94,20.6,,39.415,34.402,40.377,30.404,42.12,36.331,98.537,31.468,,40.927,29.5,5.3,2.4,0.6,,,,,8.76
1989.1.1,396929.9542,419031.104,17.86,,,18.5,58.3,58.3,44.4,71.3,18.3,10.4,44.4,71.3,17.601,15.434,62.8,107.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66701.2,,,,,,100.744,,30545.7,94284.8,2736.065,7918.3,,-8492.2,,,,,,,,,,,12.94,,,,13.35,,,,,,,,,,,680.6,525.36,,,52.61,51.17,55.78,20.97,,39.805,34.46,40.442,30.432,42.156,36.535,96.722,31.414,,41.12,29.8,3.6,3.1,3,,,,,9.12
1989.2.1,396929.9542,419031.104,17.86,,,17.5,59.6,59.6,48.6,70.8,18.2,10.6,48.6,70.8,17.731,15.161,63.4,106.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66701.2,,,,,,98.863,,29390.9,95118.4,2750.756,9134.2,,-7994,,,,,,,,,,,14.06,,,,13.73,,,,,,,,,,,673.1,530.67,,,52.86,51.26,55.69,21.48,,39.88,34.579,40.475,30.709,42.192,36.636,96.622,31.627,,41.184,29.8,3.6,3.1,3,,,,,9.36
1989.3.1,396929.9542,419031.104,17.73,,,16.4,57.9,57.9,42.5,71.5,18.7,10.5,42.5,71.5,17.54,15.363,63.5,105.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66701.2,,,,,,97.68,,29273.7,97305.7,2794.856,8875.6,,-7230.9,,,,,,,,,,,14.68,,,,13.83,,,,,,,,,,,671.9,509.02,,,52.86,51.33,55.62,21.76,,39.79,34.816,40.573,30.876,42.192,36.687,96.42,31.999,,41.248,29.8,3.6,3.1,3,,,,,9.85
1989.4.1,406097.5481,424717.7776,17.045,,,17.2,52.9,52.9,35.8,70.2,18.9,10.3,35.8,70.2,16.865,15.504,68,102.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68341.9,,,,,,95.315,,29571.4,98349.8,2812.968,8879.3,,-8527,,,,,,,,,,,16.05,,,,14.46,,,,,,,,,,,666.3,500.98,,,53.11,51.59,55.55,22.09,,40.07,34.963,40.937,30.876,42.228,36.737,96.722,32.263,,41.504,30.3,1.7,1.9,3.1,,,,,9.84
1989.5.1,406097.5481,424717.7776,17.799,,,18.4,57.3,57.3,41.3,72.4,19.9,10.6,41.3,72.4,17.601,15.847,68.7,106.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68341.9,,,,,,95.408,,29639,99437.9,2808.425,9423.2,,-6913.6,,,,,,,,,,,17.37,,,,15.87,,,,,,,,,,,666.7,467.86,,,53.57,52,55.08,22.22,,40.275,35.407,42.484,30.876,42.228,37.398,97.126,32.476,,41.952,30.3,1.7,1.9,3.1,,,,,9.81
1989.6.1,406097.5481,424717.7776,17.981,,,19.1,58.6,58.6,44.8,71.8,20.5,10.7,44.8,71.8,17.852,15.706,68.1,106.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68341.9,,,,,,101.571,,30285.4,100113.6,2822.805,8729.9,,-7794.6,,,,,,,,,,,15.9,,,,16.07,,,,,,,,,,,667.2,462.21,,,53.66,52.08,54.54,21.99,,40.16,35.466,42.747,30.876,42.228,37.347,97.528,32.635,,42.337,30.3,1.7,1.9,3.1,,,,,9.53
1989.7.1,419522.982,435556.0691,18.606,,,21.8,57.5,57.5,45.2,69.6,24.5,10.8,45.2,69.6,18.416,16.33,69.9,108.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70064.7,,,,,,98.643,,30323.9,101644.9,2868.408,9180.2,,-7404.1,,,,,,,,,,,15.69,,,,16.29,,,,,,,,,,,667.4,479.46,,,53.25,51.67,54.16,21.85,,39.985,35.436,42.846,31.597,43.679,37.041,98.134,32.953,,42.465,30.7,6.5,1.2,1.6,,,,,9.24
1989.8.1,419522.982,435556.0691,19.36,,,22,59.6,59.6,45.5,73.3,24.3,11.1,45.5,73.3,19.152,16.743,71.8,109.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70064.7,,,,,,99.715,,30266.8,102240.2,2863.631,8864.6,,-7654.8,,,,,,,,,,,15.36,,,,16.2,,,,,,,,,,,669.2,463.44,,,53.82,52.24,53.99,21.71,,39.93,35.703,42.945,31.597,43.643,37.498,98.134,33.007,,42.657,30.7,6.5,1.2,1.6,,,,,8.99
1989.9.1,419522.982,435556.0691,18.917,,,21,58.9,58.9,45.7,72.1,24,11.2,45.7,72.1,18.779,16.813,72.8,109.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70064.7,,,,,,100.842,,32163.5,106334.8,2951.449,10019.6,,-7033.1,,,,,,,,,,,15.11,,,,15.59,,,,,,,,,,,670,482.02,,,54.3,52.81,53.91,21.67,,40.04,36.028,43.209,31.597,43.643,38.007,98.134,33.113,,42.85,30.7,6.5,1.2,1.6,,,,,9.02
1989.10.1,449285.243,450572.4919,18.424,,,21,55.1,55.1,38.8,70.5,24.2,11,38.8,70.5,18.225,16.602,71.5,106.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71926.6,,,,,,104,,31340,107859.1,2986.463,10218.1,,-6932.6,,,,,,,,,,,15.77,,,,15.8,,,,,,,,,,,671.6,472.13,,,54.54,53.06,53.84,21.71,,40.09,36.116,44.493,31.597,43.643,38.107,98.134,33.167,,42.977,31.5,1.4,2.2,2.5,,,,,8.84
1989.11.1,449285.243,450572.4919,18.857,,,22.5,55.8,55.8,38.5,71.8,25.3,11.2,38.5,71.8,18.598,16.953,72.2,108.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71926.6,,,,,,107.274,,31431.7,109237,3019.682,10079.4,,-7243.3,,,,,,,,,,,15.3,,,,15.52,,,,,,,,,,,672.7,470.26,,,54.15,52.74,53.75,21.94,,40.155,36.175,45.019,31.597,43.643,38.107,98.233,33.272,,43.233,31.5,1.4,2.2,2.5,,,,,8.55
1989.12.1,449285.243,450572.4919,19.048,,,22.4,56,56,38.1,73.6,25.6,11.1,38.1,73.6,18.779,17.086,78.1,108.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71926.6,,,,,,107.237,,33516.2,113008.3,3126.44,12818.6,,-5046.2,,,,,,,,,,,14.63,,,,15.38,,,,,,,,,,,679.6,472.06,,,54.22,52.74,52.97,22.04,,40.19,36.146,45.152,31.597,43.643,38.007,98.837,33.325,,43.362,31.5,1.4,2.2,2.5,,,,,8.45
1990.1.1,428763.2931,456177.3255,18.545,,,23.1,55.9,55.9,38,71.8,26.3,10.9,38,71.8,18.537,15.847,73.3,107.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73808.9,,,,,,113.571,,35899.5,118596,3206.857,11649.9,,-6360.9,,,,,,,,,,,14.53,,,,15.4,,,,,,,,,,,686.3,473.4,,,55.42,54.06,52.36,22.41,17.5,40.435,36.982,45.926,31.824,44.283,39.022,99.242,33.962,40.228,43.681,32.1,7.8,2.6,2.3,,,,,8.23
1990.2.1,428763.2931,456177.3255,18.978,,,23.8,57.1,57.1,41.5,72.4,26.5,11.2,41.5,72.4,18.909,15.987,70.6,108.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73808.9,,,,,,110.921,,35742,119931.5,3222.839,10903.6,,-5463.5,,,,,,,,,,,14.26,,,,15.16,,,,,,,,,,,694,466.87,,,55.42,54.14,52.44,22.87,16.68,40.425,37.213,45.926,31.824,45.713,39.173,99.343,34.28,40.456,43.873,32.1,7.8,2.6,2.3,,,,,8.24
1990.3.1,428763.2931,456177.3255,19.481,,,24.5,57.3,57.3,40.7,73.3,27.3,11.5,40.7,73.3,19.342,16.602,74.1,110.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73808.9,,,,,,107.276,,36688.1,123086.4,3273.749,10286.5,,-6145.8,,,,,,,,,,,14.28,,,,15.03,,,,,,,,,,,702.1,442.97,,,55.82,54.55,52.66,23.43,15.76,40.545,37.598,46.066,31.824,45.713,39.275,99.343,35.023,41.021,44.387,32.1,7.8,2.6,2.3,,,,,8.28
1990.4.1,449042.5894,467793.7921,19.42,,,23,58.1,58.1,41,74.6,25.5,11.7,41,74.6,19.281,17.296,73,108.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75428.6,,,,,,106.075,,37610,125338.5,3296.473,10662.6,,-6271.9,,,,,,,,,,,15.36,,,,15.46,,,,,,,,,,,707,443.61,,,56.23,55.13,52.83,23.6,14.25,40.765,38.022,46.3,31.855,45.898,39.832,99.039,35.288,41.303,44.898,32.9,1.7,2.1,1.9,,,,,8.26
1990.5.1,449042.5894,467793.7921,19.109,,,21.5,55.9,55.9,37.6,73.1,24.6,11.6,37.6,73.1,18.779,18.333,72.6,104.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75428.6,,,,,,112.084,,37471.5,127286.2,3310.865,11055.5,,-6075.1,,,,,,,,,,,16.19,,,,16.08,,,,,,,,,,,712.3,470.17,,,56.7,55.86,53.14,23.43,14.65,40.905,38.445,46.815,31.887,45.991,40.291,98.939,35.66,41.644,45.987,32.9,1.7,2.1,1.9,,,,,8.18
1990.6.1,449042.5894,467793.7921,19.481,,,24,57.1,57.1,41.4,72.3,28,11.5,41.4,72.3,19.22,19.018,71.7,107.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75428.6,,,,,,109.91,,37606.6,129180.1,3343.516,11444.4,,-5969.9,,,,,,,,,,,16.05,,,,16.09,,,,,,,,,,,716,470.43,,,57.03,56.12,53.29,23.2,13.28,40.975,38.636,46.815,31.887,46.267,40.442,98.537,35.925,41.926,46.819,32.9,1.7,2.1,1.9,,,,,8.29
1990.7.1,477934.1353,485330.3166,20.106,,,25.4,59.2,59.2,43.5,73.7,28.7,11.8,43.5,73.7,19.836,19.984,76.2,110.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77055.9,,,,,,105.223,,37650.5,130497.6,3367.506,11674.1,,-6170.4,,,,,,,,,,,15.67,,,,15.91,,,,,,,,,,,715.1,483.99,,,56.7,55.78,53.21,23.06,15.31,40.905,38.752,46.862,31.887,46.451,40.492,98.738,36.084,42.04,47.524,33.7,2.8,1.6,2.2,,,,,8.15
1990.8.1,477934.1353,485330.3166,20.609,,,26.2,60.5,60.5,44.8,74.6,29.2,12.1,44.8,74.6,20.269,20.88,80.5,112.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77055.9,,,,,,102.213,,37726.8,129478.5,3327.897,11416.4,,-6437.5,,,,,,,,,,,15.54,,,,16.33,,,,,,,,,,,714,494.8,,,57.27,56.44,53.29,23.98,25.09,41.02,38.907,46.862,31.887,46.451,40.695,99.443,36.138,42.152,47.908,33.7,2.8,1.6,2.2,,,,,8.13
1990.9.1,477934.1353,485330.3166,20.548,,,25.7,60.6,60.6,45.5,75.5,29.3,12,45.5,75.5,20.329,20.116,75.8,110.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77055.9,,,,,,99.45,,38814.1,136810.7,3495.598,14162.5,,-6516.7,,,,,,,,,,,15.57,,,,17.33,,,,,,,,,,,712.9,514.8,,,58.07,57.27,54.23,23.24,30.35,41.28,39.138,46.908,31.887,46.405,41.051,99.343,36.244,42.209,48.165,33.7,2.8,1.6,2.2,,,,,8.2
1990.10.1,495255.4079,495737.4454,20.548,,,25.1,61.3,61.3,44.9,77.1,28.4,12.1,44.9,77.1,20.329,19.501,81.2,111.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78739.1,,,,,,100.984,,39836.7,138782.9,3535.6,11550.4,,-7286.9,,,,,,,,,,,16.19,,,,18.21,,,,,,,,,,,713.8,552.05,,,58.39,57.59,55.08,25.37,31.41,41.395,39.253,47.329,31.887,46.59,41.102,99.343,36.402,42.378,48.55,34.6,3.1,1.2,2.6,,,,,8.11
1990.11.1,495255.4079,495737.4454,20.609,,,26,59.7,59.7,44.2,75.3,29.3,12.2,44.2,75.3,20.399,19.088,80.8,111.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78739.1,,,,,,105.316,,39422.2,141226,3594.269,12285.9,,-6768.6,,,,,,,,,,,16.54,,,,18.2,,,,,,,,,,,713.1,532.16,,,58.07,57.18,55.55,26.66,28.08,41.755,39.292,47.657,32.24,46.682,41,99.343,36.722,42.605,48.997,34.6,3.1,1.2,2.6,,,,,7.81
1990.12.1,495255.4079,495737.4454,20.981,,,26.3,61.6,61.6,45.6,76.3,30.1,12.4,45.6,76.3,20.832,18.746,82.7,114.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78739.1,,,,,,103.43,,42178.3,146975.8,3718.929,13811.2,,-6301.5,,,,,,,,,,,16.8,,,,18.51,,,,,,,,,,,716.4,532.44,,,58.79,58.02,55.94,28.66,23.26,41.86,39.521,47.798,32.91,47.051,41.253,99.242,36.828,42.719,49.445,34.6,3.1,1.2,2.6,,,,,7.31
1991.1.1,481987.6779,514290.8397,20.92,,,26.2,60,60,46.1,73.4,29.6,12.5,46.1,73.4,20.771,18.394,84.6,112.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80033,,,,,,108.875,,43882.4,148618.1,3681.582,12124.2,,-7053.4,,,,,,,,13.2,,,16.6,,,,18.5,,,,3.4,,,,5.3,,,719,547.89,,,59.27,58.59,55.94,28.52,19.63,41.935,40.368,48.031,33.421,47.513,41.964,100.249,37.889,43.624,49.702,35.9,2.5,1.3,0.5,,,,,6.91
1991.2.1,481987.6779,514290.8397,20.981,,,26.4,60.5,60.5,44.2,75.9,29.6,12.6,44.2,75.9,20.892,17.911,85.1,112.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80033,,,,,,107.143,,44572,151009.2,3691.525,12054.2,,-7732.5,,,,,,,,14.03,,,16.01,,,,18.16,,,,1.98,,,,4.13,,,724.4,548.37,,,59.58,59.07,56.01,27.08,14.52,42.185,40.907,48.125,34.285,47.881,42.572,100.954,38.313,44.077,50.022,35.9,2.5,1.3,0.5,,,,,6.25
1991.3.1,481987.6779,514290.8397,21.042,,,26.8,58.7,58.7,43.2,73.7,29.8,12.7,43.2,73.7,20.892,19.018,84.2,111.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80033,,,,,,110.29,,44188.5,153518.8,3707.467,14098.5,,-5669.4,,,,,,,,14.45,,,16.07,,,,18.51,,,,1.62,,,,4.06,,,724.7,514.98,,,59.84,59.32,56.1,25.56,15.01,42.365,41.408,48.172,35.66,48.204,42.878,100.854,39.057,44.642,50.406,35.9,2.5,1.3,0.5,,,,,6.12
1991.4.1,502433.8428,523248.4816,21.294,,,26.9,59.7,59.7,44.8,74.3,29.7,12.9,44.8,74.3,21.014,19.43,84.3,111.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82056.5,,,,,,109.603,,44115.6,154504.5,3714.05,14034.1,,-6203.8,,,,,,,,15.13,,,17.74,,,,18.79,,,,2.61,,,,3.66,,,725.1,528.88,,,59.91,59.49,55.86,23.98,15.37,42.49,41.6,48.218,35.66,48.296,43.03,100.854,39.322,44.869,50.727,36.6,5.4,1.9,1.6,,,,,5.91
1991.5.1,502433.8428,523248.4816,21.172,,,26.4,59.3,59.3,46.1,72.2,30.1,12.9,46.1,72.2,20.892,20.598,84.7,110.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82056.5,,,,,,108.169,,44699.5,156693.9,3756.296,13416.1,,-6992.1,,,,,,,,16.03,,,17.73,,,,18.66,,,,1.7,,,,2.63,,,723,524.67,,,59.76,59.24,55.69,23.98,15.94,42.59,41.715,48.218,35.66,48.388,42.978,100.854,39.641,45.152,51.753,36.6,5.4,1.9,1.6,,,,,5.78
1991.6.1,502433.8428,523248.4816,21.102,,,25.6,58.8,58.8,42.7,74,30.2,13,42.7,74,20.832,21.495,86.4,107.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82056.5,,,,,,109.67,,44581.4,158123.5,3766.28,13485.8,,-7487.4,,,,,,,,18.77,,,18.47,,,,19.07,,,,-0.3,,,,0.3,,,723.1,526.08,,,59.76,59.24,55.69,23.88,15.41,42.5,41.984,49.387,35.66,48.435,43.183,100.854,39.959,45.49,52.328,36.6,5.4,1.9,1.6,,,,,5.9
1991.7.1,524751.4919,535502.8324,21.727,,,26.5,62.4,62.4,48.5,75.7,30.4,13.1,48.5,75.7,21.447,21.363,86.2,108.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84543.9,,,,,,112.254,,45514,161152.3,3813.895,13588.8,,-7462.8,,,,,,,,18.1,,,18.43,,,,18.87,,,,0.33,,,,0.77,,,726.1,526.54,,,59.52,59,55.55,24.36,16.23,42.505,42.254,49.435,35.789,49.865,43.183,100.954,40.543,45.83,52.777,37.5,2.2,2.9,4.1,,,,,5.82
1991.8.1,524751.4919,535502.8324,22.542,,,28.8,63.6,63.6,50.1,75.9,31.8,13.6,50.1,75.9,22.252,21.635,89.5,113.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84543.9,,,,,,108.476,,44976.9,161615.4,3793.789,13262.7,,-7831.6,,,,,,,,18.62,,,18.22,,,,18.83,,,,-0.4,,,,0.21,,,735.6,537.6,,,60.16,59.82,55.47,24.11,16.61,42.455,42.6,49.435,35.853,49.818,43.74,101.056,40.702,45.944,53.033,37.5,2.2,2.9,4.1,,,,,5.66
1991.9.1,524751.4919,535502.8324,22.351,,,27.8,63.5,63.5,49.4,76.7,31.2,13.5,49.4,76.7,22.131,21.978,88.9,111.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84543.9,,,,,,112.053,,46820.6,166662.2,3891.067,14979,,-7574.4,,,,,,,,19.14,,,18.77,,,,19.5,,,,-0.37,,,,0.36,,,741.5,557.73,,,60.31,59.82,55.55,24.45,17.8,42.565,42.832,49.668,35.884,50.049,43.993,100.752,40.913,46.057,53.353,37.5,2.2,2.9,4.1,,,,,5.45
1991.10.1,549109.22,549651.2523,22.542,,,27.4,64,64,51.9,76.6,31.3,13.6,51.9,76.6,22.252,21.846,89.2,113.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86213.2,,,,,,110.323,,47611.9,170278,3968.352,13558.8,,-8398.9,,,,,,,,17.81,,,18.76,,,,19.58,,,,0.95,,,,1.77,,,750.3,574.06,,,60.47,59.9,55.78,24.49,18.88,42.645,42.909,50.369,35.884,50.187,43.993,100.551,41.019,46.283,53.481,38.4,5.1,0.1,2,,,,,5.21
1991.11.1,549109.22,549651.2523,22.672,,,28.7,63.3,63.3,49.7,77.2,32,13.7,49.7,77.2,22.504,21.433,90.1,112.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86213.2,,,,,,112.502,,47921.7,172453,4001.23,13934.1,,-8217,,,,,,,,17.38,,,17.79,,,,19.28,,,,0.41,,,,1.9,,,754.5,580.45,,,60.39,59.82,55.78,24.68,18.35,42.655,43.1,51.632,36.108,50.049,44.198,100.653,41.233,46.566,53.737,38.4,5.1,0.1,2,,,,,4.81
1991.12.1,549109.22,549651.2523,22.672,,,27.4,63.4,63.4,48.5,77.1,31.1,14,48.5,77.1,22.504,20.951,91.3,111.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86213.2,,,,,,114.385,,50045.8,174698.8,4046.108,16321.7,,-6784.6,,,,,,,,16.84,,,17.6,,,,18.98,,,,0.76,,,,2.14,,,760.8,607.18,,,60.88,60.23,55.94,25.23,15.3,42.745,43.177,51.819,36.108,50.049,44.247,100.653,41.391,46.679,54.185,38.4,5.1,0.1,2,,,,,4.43
1992.1.1,528191.5489,561802.4379,22.602,,,28.9,61.2,61.2,40.9,80.3,31.8,14,40.9,80.3,22.504,20.669,99.1,109.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87053.5,,,,,,117.757,,52633.5,178532.2,4105.51,15699.4,,-8158.4,,,,,,,,14.4,,,16.85,,,,18.33,,,,2.45,,,,3.93,,,762,605.96,,,61.2,60.73,55.94,25.61,15.22,43.085,43.486,51.913,36.556,49.957,44.603,101.862,41.656,46.963,54.441,39.1,-1.7,1,1.3,,,,,4.03
1992.2.1,528191.5489,561802.4379,23.166,,,31.2,63,63,48.5,76.8,34.3,14.2,48.5,76.8,23.058,20.88,94.6,114.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87053.5,,,,,,117.938,,52816.3,180826.9,4132.714,14757.1,,-7554.8,,,,,,,,14.21,,,15.75,,,,17.24,,,,1.54,,,,3.03,,,768.2,593.2,,,61.12,60.73,56.1,24.85,15.72,43.075,43.755,52.006,37.195,49.91,44.755,102.064,41.975,47.302,54.634,39.1,-1.7,1,1.3,,,,,4.06
1992.3.1,528191.5489,561802.4379,23.166,,,29.9,61.6,61.6,47,75.6,32.4,14.5,47,75.6,22.997,21.495,96,112.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87053.5,,,,,,114.236,,52888.4,183523.9,4150.528,15482.2,,-6854.2,,,,,,,,14.78,,,16.4,,,,17.7,,,,1.62,,,,2.92,,,775.1,582.91,,,61.36,60.9,56.25,24.59,15.75,43.17,44.217,52.006,38.444,49.91,44.755,102.264,43.036,48.037,54.826,39.1,-1.7,1,1.3,,,,,3.98
1992.4.1,551125.5383,569126.4286,22.915,,,29.2,61.7,61.7,49.4,74.1,32,14.3,49.4,74.1,22.686,21.978,91.2,111.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88570,,,,,,119.806,,53066.2,186533.2,4193.076,14742.7,,-7648.4,,,,,,,,14.92,,,16.55,,,,17.6,,,,1.63,,,,2.68,,,778.8,583.15,,,61.67,61.31,56.32,24.85,16.64,43.085,44.486,52.052,38.475,49.91,44.958,102.264,43.301,48.208,55.21,39.8,5.4,1.1,0.9,,,,,3.73
1992.5.1,551125.5383,569126.4286,22.733,,,27.8,61.5,61.5,48.7,74,30.9,14.3,48.7,74,22.504,22.803,92.9,109.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88570,,,,,,120.432,,53444.7,189145.8,4226.155,15101.3,,-7545.1,,,,,,,,14.9,,,16.42,,,,17.13,,,,1.52,,,,2.23,,,783.5,614.03,,,61.92,61.55,56.4,24.9,17.59,43.1,44.756,52.239,38.475,51.064,45.262,102.163,43.62,48.433,55.595,39.8,5.4,1.1,0.9,,,,,3.82
1992.6.1,551125.5383,569126.4286,23.045,,,27.4,62.8,62.8,48.4,77,30.7,14.6,48.4,77,22.815,23.225,94.1,110.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88570,,,,,,118.926,,53350.4,190123,4240.599,14791,,-7736.6,,,,,,,,14.85,,,16.46,,,,17.12,,,,1.61,,,,2.27,,,790.2,629.64,,,62.25,61.96,56.71,25.37,19.01,43.075,44.834,52.38,38.571,51.11,45.262,100.551,43.833,48.489,56.107,39.8,5.4,1.1,0.9,,,,,3.76
1992.7.1,564480.3907,572527.9559,23.417,,,28.2,63.8,63.8,51.9,75.4,31.6,14.7,51.9,75.4,23.188,23.91,95.2,111.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89557.5,,,,,,119.96,,54714.1,193756.1,4303.3,15151.1,,-7846.6,,,,,,,,14.89,,,15.96,,,,16.3,,,,1.07,,,,1.41,,,788.1,617.39,,,62.55,62.45,56.95,25.87,18.49,43.155,45.025,52.427,39.595,51.018,45.466,100.551,43.991,48.546,56.427,40.4,0.8,0.8,1.8,,,,,3.25
1992.8.1,564480.3907,572527.9559,23.227,,,28.1,63.6,63.6,51,74.9,31.1,14.5,51,74.9,22.997,23.638,93.1,109.693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89557.5,,,,,,118.713,,54638.9,196169.1,4349.455,15043.5,,-10955.9,,,,,,,,14.94,,,16.45,,,,15.82,,,,1.51,,,,0.88,,,787.6,640.85,,,62.55,62.3,57.18,27.08,17.8,43.13,45.102,52.427,39.755,50.925,45.566,100.752,44.151,48.546,56.748,40.4,0.8,0.8,1.8,,,,,3.3
