Index,GDP_real,GNI_real,INDPRO,IPFPNSS1,IPFPNSS2,IPFINAL1,IPFINAL2,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,PAYEMS,ICSA ,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOV,CES0600000007,AWOTMAN,AWHMAN,CES0600000008,CES2000000008,CES3000000008,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,DPCERA3M086SBEA,RETAILx,ACOGNO,AMDMNOx,ANDENOx,AMDMUOx,ISRATIOx,UMCSENTx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,DTCOLNVHFNM,DTCTHFNM,INVEST,KR.MIR,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T3YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXAFEGSMTH,EXKRUSx,EXKRJPx,EXKREUx,EXKRCNx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,KOSPI,KOSPIdivyield,KOSPIPE,VKOSPI,US.FFR
2008.7.1,1497057.04,1466017.47,76.23,84.2,80.2,104.7,103.9,103.9,133.4,88.4,106.8,63.6,133.4,88.4,75.88,82.15,85.1,109.23,95618,0.52,62.5,24114.3,3.1,3.04,1,469,304,242,62,22034.3,74507,,,,,,,,,,,,,183.7,28.4,198.9,2123964.33,2131698,1897474,,,,,,155065,35340,43248,27153,49324,193592.1,,,7964008,4858000,168674165,80.35,73.5,301306.9,1194790.2,14284.91392,53433,,17287.7,503144.7,475413.6,202432.6,0.14,,498816.4,621393.5,4.98,5.95,5.23,5.84,5.41,5.96,6.03,6.99,9.84,0.97,0.25,0.86,0.43,0.98,1.05,2.01,4.86,99.64,1008.5,932.85,1571.04,,87.06,93.55,107.71,156.42,130.08,107.06,83.64,75.17,105.91,88.19,83.42,93.6,82.13,82.24,79.55,81.9,-5.66,1.22,0.56,1569.6,1.9,12.67,25.73,2.01
2008.8.1,1497057.04,1466017.47,76.39,86.7,80.3,106.2,101.1,101.1,140.4,83.5,106.6,63.9,140.4,83.5,76.1,81.06,87.7,108.83,90468,0.61,61.7,23824.5,3.1,3.19,1,452,317,240,77,21752,56375,,,,,,,,,,,,,164.7,28,174.5,2125986.33,2150519,1904466,,,,,,177151,37749,55939,28581,54882,193592.1,,,4709002,3202998,171134377,82.23,92.1,299419.4,1196348.6,14265.68172,55444.2,,18963.3,503144.7,475413.6,202432.6,0.14,,502479.5,625380.7,5.21,6.15,5.36,5.87,5.44,5.77,5.91,7.11,10,0.94,0.15,0.66,0.23,0.56,0.7,1.9,4.79,98.8,1081.8,987.9,1590.25,,86.89,93.02,106.78,144.07,112.62,107.08,83.862,75.24,102.88,88.27,82.91,92.61,82.28,82.24,79.7,81.9,-5.66,1.22,0.56,1537.55,2.12,11.46,24.78,2
2008.9.1,1497057.04,1466017.47,75.37,84.5,79.6,105.9,98.4,98.4,131.8,81.6,107.6,63.5,131.8,81.6,74.92,81.13,90.3,107.85,103047,0.61,61.8,23935.6,3,3.15,1,445,283,204,79,21852.1,59226,,,,,,,,,,,,,170.8,26,185.6,2134380.33,2148035,1905268,,,,,,195885,39271,60782,31056,64776,193592.1,,,5583936,2897556,173235976,83.88,90.8,303188.6,1204878.2,14367.39167,58349.4,,19208.8,503144.7,475413.6,202432.6,0.14,,506379.7,611662.2,5.21,6.38,5.35,5.9,5.48,5.81,5.99,7.46,10.44,1.17,0.14,0.69,0.27,0.6,0.78,2.25,5.23,92.25,1187.7,1144.22,1707.2,,87.64,93.11,107.96,140.02,96.28,106.93,83.862,75.31,100.61,88.36,82.83,94.14,82.35,82.54,79.77,81.9,-5.66,1.22,0.56,1446.56,2.15,11.25,31.32,1.81
2008.10.1,1462332.13,1462688.54,75.68,83.1,79.2,107.7,104,104,139.7,83,108.2,61.6,139.7,83,75.24,82.77,87.2,110.88,100370,0.56,62.1,24044.7,3,3.11,3,470,272,191,81,21918.4,68138,,,,,,,,,,,,,183.6,30.2,200.4,2143586.67,2177527,1902492,,,,,,217631,40792,70259,32657,73923,186285.5,,,607315,2908009,169388059,86.45,77.9,307744.9,1236261.1,14754.63193,53287.3,,14002.1,513882.6,481352,206384.8,0.14,,509177.8,575870.8,4.88,7.07,5.22,5.66,5.2,5.09,5.53,7.95,11.08,2.19,0.34,0.78,0.32,0.21,0.65,3.07,6.2,80.83,1291.4,1306.03,1664.36,,89.69,93.9,110.16,133.81,67.54,106.47,83.788,75.38,100.36,88.52,82.54,95.13,82.5,82.61,80,82.3,-8.82,-1.98,-0.4,1201.7,2.66,8.84,61.14,0.97
2008.11.1,1462332.13,1462688.54,67.47,81.2,78.4,102.5,91.9,91.9,112.2,79.6,105.2,53.9,112.2,79.6,66.91,76.91,90,98.33,83773,0.5,62,24016.5,3,3.16,3,464,291,209,82,21919,66247,,,,,,,,,,,,,171.5,27.1,185.2,2139033.67,2182187,1895402,,,,,,250034,42395,86690,38068,82881,186285.5,,,216368,2651894,165492612,93.54,72.9,316769.5,1265992.1,15055.92013,58438.6,,16330.4,513882.6,481352,206384.8,0.14,,511993.9,567329.4,4,7.35,4.52,5.33,5.03,4.97,5.73,8.56,11.98,3.35,0.52,1.33,1.03,0.97,1.73,4.56,7.98,77.28,1482.7,1553.79,1912.61,,89.85,93.11,105.69,115.26,49.9,104.87,84.086,76.08,95.65,88.61,81.5,95.22,82.73,82.92,80.15,82.3,-8.82,-1.98,-0.4,1073.95,2.71,8.57,70.3,0.39
2008.12.1,1462332.13,1462688.54,60.15,74,77.1,96.7,85.5,85.5,95.1,81.2,100.9,45.9,95.1,81.2,59.26,74.97,89.5,88.01,67136,0.32,60.6,23440.7,3.3,3.01,3,498,295,227,68,21703.1,93060,,,,,,,,,,,,,177.8,23.4,189.5,2207246,2206992,1991498,,,,,,371285,48417,149163,60872,112833,186285.5,,,1445000,2520149,162308397,95.24,67.7,328100.1,1283658,15212.10182,64846.3,,8338,513882.6,481352,206384.8,0.14,,515264,593682.9,3.27,6.93,3.33,4.08,3.99,3.97,4.87,8.35,12.3,3.66,0.06,0.81,0.72,0.7,1.6,5.08,9.03,77.27,1257.5,1393.89,1776.22,,89.77,92.84,101.98,103.42,39.42,101.44,84.384,76.77,92.03,88.69,81.43,97.75,82.8,83.22,80.23,82.3,-8.82,-1.98,-0.4,1114.9,2.58,8.99,56.33,0.16
2009.1.1,1450149.09,1400228.07,61.1,84.8,79.3,88.6,87.2,87.2,104.6,79.3,90,47.4,104.6,79.3,60.24,75.18,88.5,88.11,63169,0.27,59.6,23051.1,3.6,3.09,3,532,324,240,84,21413.7,128073,,,,,,,,,,,,,162.5,21.8,166,2185984.67,2217350,1963948,,,,,,9363,764,2321,216,6062,185461.5,,,818236,2687552,182840625,91.67,75,332830.9,1288178.8,15252.11996,63424,,-14665,526851.6,487798.2,202386.7,0.14,,511998.3,608084.5,2.43,5.18,2.26,2.75,2.72,3.44,4.42,7.34,11.95,2.75,-0.17,0.32,0.29,1.01,1.99,4.91,9.52,78.47,1368.5,1520.98,1768.72,,90.34,93.64,100.03,103.85,43.75,99.66,84.459,76.84,90.43,89.61,81.58,97.21,82.88,83.22,80.31,82.7,3.96,-2.3,-0.2,1156.37,2.5,9.26,47.77,0.15
2009.2.1,1450149.09,1400228.07,66.97,85.6,79.5,92.7,90.9,90.9,109.5,80.4,93.7,55.1,109.5,80.4,66.55,74.46,87.9,97.21,87750,0.36,59.5,22929.6,3.9,3.04,4,591,342,253,89,21230.7,107708,,,,,,,,,,,,,168.3,22.5,176.8,2120958,2163946,1911715,,,,,,19817,2616,6595,1610,8996,185461.5,,,-30740,2794651,176913883,83.5,76.7,333770.7,1304510.2,15486.55784,70559.2,,-7082.1,526851.6,487798.2,202386.7,0.14,,514789.4,630576,2.06,3.55,1.9,2.52,2.36,3.78,5.24,7.07,12.4,1.49,-0.16,0.46,0.3,1.72,3.18,5.01,10.34,75.35,1516.4,1541.14,1930.07,,91.58,94.76,102.31,105.15,42.13,99.33,84.235,77.05,93.04,89.69,82.83,99.1,82.95,83.6,80.31,82.7,3.96,-2.3,-0.2,1139.75,2.73,8.47,47.63,0.22
2009.3.1,1450149.09,1400228.07,69.31,79.9,78.4,95.8,92.8,92.8,112.5,81.5,96.5,57.1,112.5,81.5,68.83,77,92.7,99.54,92425,0.36,60.4,23295.1,4,2.9,2,651,310,217,93,21393.6,109191,,,,,,,,,,,,,183.1,24.3,193,2168870,2194295,1956495,,,,,,33944,3872,13777,2257,14038,185461.5,,,0,3003709,170458588,80.4,72.9,343486.2,1316686.7,15603.51133,71710.1,,-14948.1,526851.6,487798.2,202386.7,0.14,,516625.8,635024,1.77,3.14,1.74,2.61,2.51,3.69,4.97,6.14,12.12,1.37,-0.03,0.84,0.74,1.92,3.2,4.37,10.35,75.28,1377.1,1414.8,1816.39,,91.91,95.2,102.9,108.83,44.74,98.51,84.384,77.18,93.71,89.77,83.72,99.82,83.4,83.97,80.31,82.7,3.96,-2.3,-0.2,1140.45,2.52,9.01,41.3,0.18
2009.4.1,1453649.16,1440201.78,71.79,85.9,80.4,95.2,94.9,94.9,115.6,83,96.4,60,115.6,83,71.33,78.88,89.2,103.06,93667,0.41,61.3,23709.8,3.8,2.95,6,616,324,242,82,21675.2,96239,,,,,,,,,,,,,180.2,25.4,195.1,2129426,2177922,1931138,,,,,,50330,5684,20036,3730,20880,192156,,,0,2420120,164124942,75.58,93.7,348324,1330069.7,15706.64014,59752.4,,-18552,532976.4,495659.9,205496.7,0.14,,518871.1,646909.8,1.8,3.08,1.87,2.58,2.49,3.76,4.9,5.68,11.81,1.28,0.07,0.78,0.69,1.96,3.1,3.88,10.01,81.25,1348,1382.92,1786.84,,91,95.2,100.03,102.26,48.85,98.71,84.682,76.91,94.47,89.86,84.09,98.02,83.55,83.9,80.38,83.2,18.1,0.37,1.45,1322.1,2.23,10.93,36.47,0.15
2009.5.1,1453649.16,1440201.78,72.36,84,80.2,94.4,96.7,96.7,123.8,81.7,94.8,61,123.8,81.7,71.9,80.2,76.5,103.22,90168,0.45,61.8,23904,3.8,3.05,4,577,366,287,79,21792.4,78765,,,,,,,,,,,,,167.2,28.1,178.5,2148429.33,2165963,1948335,,,,,,67180,9043,25465,4180,28492,192156,,,23340,2545990,152255972,73.49,105,350506.1,1340341.1,15703.87107,59916.4,,-17967,532976.4,495659.9,205496.7,0.14,,522217.3,660725.2,1.91,3.03,2.09,2.62,2.56,3.83,5.05,5.16,11.43,1.12,0.18,0.71,0.65,1.92,3.14,3.25,9.52,84.89,1272.9,1314.1,1772.7,,90.02,94.51,97.59,103.13,57.33,95.86,85.351,78.92,93.88,89.94,83.94,97.57,83.55,84.2,80.53,83.2,18.1,0.37,1.45,1400.5,1.47,18.54,32.89,0.18
2009.6.1,1453649.16,1440201.78,75.04,91.2,80.7,97.9,100.3,100.3,131.4,82.2,101.1,63.6,131.4,82.2,74.61,81.81,82.3,106.64,104817,0.41,62.3,24148.4,3.8,2.91,4,624,342,273,69,22024,83460,3708148,15570,774377,2918201,1997558,920644,9451381,2426688,773968,804452,1039907,2820206,180.8,27.3,196.8,2144286,2164470,1948617,,,,,,98961,10429,37163,5104,46265,192156,,,204000,3662132,149214625,70.26,107.6,356488.9,1341285.4,15683.32963,65406.1,,-17352.9,532976.4,495659.9,205496.7,0.14,,527686.8,662384.4,1.93,2.88,2.15,2.86,2.85,4.09,5.26,5.21,11.4,0.95,0.22,0.93,0.92,2.16,3.33,3.28,9.47,83.6,1284.7,1336.28,1809.31,,89.52,93.64,98.26,113.1,67.85,92.66,85.523,79.41,95.65,90.02,83.72,98.29,83.62,84.35,80.53,83.2,18.1,0.37,1.45,1395.24,1.49,18.39,30.87,0.21
2009.7.1,1481389.4,1474102.52,76.75,85.2,81.3,98.2,101.7,101.7,133.6,85,99,65.9,133.6,85,76.38,82.1,78.2,108.02,105117,0.44,61.8,24006.3,3.7,2.97,5,600,332,254,78,21891.5,92409,3717724,15697,789827,2912200,1992772,919428,9464464,2387255,769275,773767,1051255,2822724,180.6,27.4,200.1,2166284.67,2191385,1947558,,,,,,122026,11194,49905,7486,53441,194336,,,99445,3998503,145520947,68.65,110,357846.9,1353392,15792.94249,59199,,-15265.7,541362.9,506370,208944.6,0.14,,532047.6,673458.5,1.93,2.76,2.1,2.82,2.75,4.09,5.18,5.46,11.53,0.83,0.17,0.89,0.82,2.16,3.25,3.53,9.6,83.14,1240.5,1299.16,1745.88,,90.75,95.38,99.62,110.56,65.52,92.86,85.696,79.48,96.91,90.27,84.16,98.92,83.92,84.43,80.61,83.8,-1.39,1.51,0.79,1460.03,1.33,20.55,25.55,0.16
2009.8.1,1481389.4,1474102.52,77.42,82.1,81.6,96.9,96.3,96.3,130.8,80.8,97.2,67.7,130.8,80.8,77.12,81.99,84.6,107.44,119408,0.55,61.2,23797.1,3.7,3.1,5,554,353,270,83,21647,70084,3720441,15652,797508,2907281,1985776,921506,9463619,2378770,764927,773151,1063562,2828859,166.3,26.7,176.3,2176585,2192628,1954496,,,,,,145892,12097,63791,9944,60060,194336,,,3350,2406136,142024270,70.67,118.3,355336.2,1377552.3,16010.41713,62171.8,,-10318.2,541362.9,506370,208944.6,0.14,,536675.5,681277.6,1.98,2.78,2.27,3.31,3.14,4.42,5.44,5.74,11.87,0.8,0.29,1.33,1.16,2.44,3.46,3.76,9.89,84.24,1244.9,1332.8,1779.09,,90.59,95.38,100.71,115.83,71.76,94.13,86.041,79.2,98.09,90.36,84.61,98.65,84.07,84.5,80.76,83.8,-1.39,1.51,0.79,1577.91,1.25,22.08,25.51,0.16
2009.9.1,1481389.4,1474102.52,80.48,87.4,82,104.8,101.6,101.6,132.1,85.7,107,69.4,132.1,85.7,80.23,82.97,80,111.63,120225,0.53,61.4,23982.5,3.3,3.18,7,503,326,238,88,21823.2,76823,3754762,15509,818387,2920866,1994136,926729,9522401,2394657,763347,785821,1045454,2864999,183,30.2,200.8,2174543.33,2197495,1955215,,,,,,178093,13760,81876,11617,70840,194336,,,11817,4719972,138722940,69.45,117.8,362726.1,1380854,16032.57942,66636.7,,-3908.2,541362.9,506370,208944.6,0.14,,537787.6,691402.9,1.99,2.86,2.33,3.47,3.44,4.4,5.38,5.58,11.77,0.87,0.34,1.48,1.45,2.41,3.39,3.59,9.78,85,1188.7,1318.8,1734.25,,90.02,94.6,100.79,112.01,67.55,95.43,86.128,79.61,98.34,90.36,84.68,99.19,84.07,84.65,80.84,83.8,-1.39,1.51,0.79,1659.45,1.19,23.13,22.68,0.15
2009.10.1,1474314.99,1472121.21,79.29,84.9,82.2,101.7,100.5,100.5,128.9,84.9,99.8,69.1,128.9,84.9,78.95,82.46,82,110.1,122612,0.6,61.4,24038.3,3.2,3.12,4,499,305,222,83,21875.9,67377,3752823,15321,811811,2925691,1995462,930229,9546394,2392506,766635,777582,1081703,2877155,170.8,29.5,188.7,2174843.67,2189455,1957783,,,,,,202543,16190,95852,12648,77853,196470,,,649896,4154999,137066526,69.5,123,366451.1,1391513.1,16172.67466,60544.2,,341.5,538137.1,509359.5,213853.7,0.15,,541111.7,707558.3,1.99,2.97,2.29,3.54,3.52,4.47,5.45,5.6,11.8,0.98,0.3,1.55,1.53,2.48,3.46,3.61,9.81,87.04,1200.6,1312.63,1781.33,,88.78,93.11,99.35,113.67,73.22,95.53,86.041,79.68,96.99,90.36,84.16,99.19,84.14,84.65,80.91,83.8,9.27,3.25,-0.44,1630.61,1.26,21.8,23.33,0.12
2009.11.1,1474314.99,1472121.21,80.16,85.8,81.7,106.1,100.7,100.7,128.8,83.7,105,68.8,128.8,83.7,79.93,82.9,76.1,110.63,118487,0.62,61.3,23982.8,3.3,3.02,5,528,296,221,75,21948.2,70177,3778150,15473,824388,2938289,2005646,932644,9530269,2395669,766423,776914,1057580,2874314,172.6,29.7,193.1,2182894,2192621,1963847,,,,,,236282,19710,118108,15935,82529,196470,,,1102512,3449504,134919022,69.06,118.1,367048,1403686.5,16281.42181,60194.2,,2611.8,538137.1,509359.5,213853.7,0.15,,545793.5,711844.9,2,2.97,2.16,3.29,3.28,4.32,5.39,5.43,11.6,0.97,0.16,1.29,1.28,2.32,3.39,3.43,9.6,87.42,1167.4,1348.27,1751.68,,89.52,94.42,99.78,118.51,77.11,95.42,86.214,80.86,98.17,90.44,84.38,100,84.22,84.88,81.06,83.8,9.27,3.25,-0.44,1583.47,1.28,21.47,22.37,0.12
2009.12.1,1474314.99,1472121.21,81.01,82.6,83.1,109.4,103.3,103.3,134.3,87.3,111.2,69.4,134.3,87.3,80.9,84.12,76.2,111.59,107166,0.46,59.8,23406.3,3.5,2.87,5,568,271,200,71,21742.4,93683,3777002,15292,825417,2936293,2006176,930118,9412949,2381278,765789,776294,1052316,2790294,178.3,28.9,197.2,2267529,2230378,2061842,,,,,,381787,36090,219068,26752,99877,196470,,,1245457,3316018,131693174,68.82,116.5,372441.1,1398449.1,16139.6136,67779.1,,15084.6,538137.1,509359.5,213853.7,0.15,,549760,690996.5,2,3,2.31,3.35,3.3,4.24,5.31,5.35,11.45,1,0.31,1.35,1.3,2.24,3.31,3.35,9.45,87.77,1167.6,1262.82,1674.28,,89.93,94.94,100.63,118.22,74.66,95.79,86.647,80.93,98.26,90.11,84.97,100.18,84.29,85.03,81.22,83.8,9.27,3.25,-0.44,1646.64,1.17,23.68,20.43,0.12
2010.1.1,1510122.33,1498394.36,82.53,86.8,82.4,112.1,101.7,101.7,130.2,86.6,109.4,70.4,130.2,86.6,82.57,89.88,79.7,112.12,114215,0.45,59.8,23040.7,5,2.59,6,885,333,265,68,21499.7,139147,3785570,15004,810273,2960293,2024433,935859,9498049,2376988,760246,776695,1065403,2798442,173.3,28.7,185.9,2258169,2337846,2027800,,,,,,9282,1273,4034,1164,2811,198401.5,80.5,78.9,1843422,4217121,113070168,73.8,117.1,375535,1402555.5,16059.12156,67409.4,,12959.2,547546.5,510156.6,213941.9,0.14,,548723.3,702171.5,2,3.12,2.37,3.33,3.29,4.29,5.35,5.4,11.47,1.12,0.37,1.33,1.29,2.29,3.35,3.4,9.47,90.26,1156.5,1287,1614.59,,90.78,96.23,100.99,117.65,76.27,96.22,87.337,80.75,99.06,91.37,86.31,101.8,84.59,85.24,81.34,84.6,0.4,-0.95,0.52,1682.16,1.23,22.52,20.27,0.11
2010.2.1,1510122.33,1498394.36,83.22,86.6,83.7,109.7,104.1,104.1,133.8,88.3,107.7,72.7,133.8,88.3,83.24,88.51,78.7,112.63,130223,0.65,59.6,23047.4,4.8,2.59,4,851,319,252,67,21410.5,88167,3782769,14757,800793,2967219,2035544,931674,9425605,2366226,760304,769516,1035859,2779373,159.7,27.7,173.2,2227699.33,2311305,1976745,,,,,,24519,2509,11941,1756,8313,198401.5,78.1,71.3,768017,3404001,111957720,75.79,114.5,382147.6,1426953,16338.47052,71152,,13988.1,547546.5,510156.6,213941.9,0.14,,549462.9,710703.5,2,3.12,2.32,3.18,3.12,4.19,5.3,5.32,11.39,1.12,0.32,1.18,1.12,2.19,3.3,3.32,9.39,89.65,1158.4,1299.31,1569.23,,91.38,97.28,101.37,118.29,73.73,96.1,87.337,80.67,98.96,91.46,86.57,101.4,84.76,85.41,81.5,84.6,0.4,-0.95,0.52,1598.96,1.23,22.72,21.37,0.13
2010.3.1,1510122.33,1498394.36,84.96,85.1,83.8,110.5,105,105,138.4,85.8,108.5,74.1,138.4,85.8,84.88,86.74,75,114,184358,0.69,60.4,23559.9,4.1,2.76,3,679,328,267,61,21743,94816,3834269,14849,835443,2983977,2049143,934835,9622535,2387042,761586,785731,1057782,2883164,182.4,31.1,201.1,2260195.33,2353596,2036022,,,,,,49548,7208,23922,3100,15318,198401.5,82.9,79.3,1104907,3747363,109536384,73.8,114.5,379256.7,1435041.9,16512.57566,72203.4,,5990.5,547546.5,510156.6,213941.9,0.14,,553139.7,723061.8,2.01,3.06,2.18,2.89,2.83,3.94,4.92,5.02,11.08,1.05,0.17,0.88,0.82,1.93,2.91,3.01,9.07,91.04,1130.8,1217.68,1518.21,,91.53,98,101.42,122.43,78.16,96.53,86.906,80.67,99.76,91.46,86.84,101.1,84.85,85.41,81.59,84.6,0.4,-0.95,0.52,1665.5,1.15,24.35,18.15,0.16
2010.4.1,1536212.76,1545566,86.27,81.3,83.6,109.5,106.8,106.8,142.7,86.5,110.8,75.2,142.7,86.5,85.97,88.96,81.5,114,157367,0.64,61.5,24116.4,3.7,2.84,2,624,313,242,71,22088.4,84303,3919908,14738,904956,3000214,2063759,936455,9718920,2366838,762768,762022,1062913,2944843,182.2,30.6,200.6,2301501,2387866,2029319,,,,,,70625,10153,32598,4491,23383,200041.7,81.7,77.1,2070496,3645740,108788346,73.52,114.1,380144.4,1449250.7,16610.13284,68987.7,,11653.2,551527.6,513882.6,220397.9,0.14,,556580.2,725651.2,2,2.72,2.15,2.7,2.67,3.77,4.91,4.69,10.75,0.72,0.15,0.7,0.67,1.77,2.91,2.69,8.75,93.09,1115.5,1186.77,1479.32,,91.66,98.09,102.18,124.09,83.28,98.8,87.251,80.67,100.57,91.55,87.45,101.1,85.02,85.5,81.75,85.1,-1.79,1.55,1.48,1730.29,1.3,15.4,17.32,0.2
2010.5.1,1536212.76,1545566,86.82,84.6,84.9,114.3,107.9,107.9,144.1,87.9,115.3,75.7,144.1,87.9,86.63,85.68,80.4,113.44,144708,0.69,62.1,24495.1,3.2,3.08,2,474,324,262,62,22375.2,65501,3962776,14809,927065,3020902,2078472,942431,9745984,2383718,766571,774196,1067291,2959770,169.6,32.9,184.1,2315786,2385623,2048747,,,,,,91999,12570,42939,7087,29403,200041.7,85.2,76.4,1283398,3750502,107079427,72.6,114.2,386144.4,1459344.5,16529.36413,72770.4,,11785.6,551527.6,513882.6,220397.9,0.14,,562771.4,724352.7,2.01,2.67,2.15,2.85,2.73,3.7,4.95,4.48,10.54,0.66,0.14,0.84,0.72,1.69,2.94,2.47,8.53,90.33,1200.2,1318.54,1474.21,,92.02,98.24,104.3,125.25,76.13,103.04,88.288,80.83,100.77,91.64,87.36,101,85.19,85.67,81.91,85.1,-1.79,1.55,1.48,1648.3,1.35,14.84,24.55,0.2
2010.6.1,1536212.76,1545566,87.05,84.4,84.5,113.8,108.3,108.3,143.4,88.1,116.4,75.9,143.4,88.1,86.83,84.91,87.3,113.38,162053,0.68,62.2,24474.2,3.5,2.86,2,565,313,257,56,22344.4,71248,3996466,14743,948215,3033508,2088819,944690,9758849,2378032,762476,773326,1078856,2944551,177.8,31.7,197.8,2331061.33,2398933,2048616,,,,,,110309,14047,51133,8439,36690,200041.7,83,78.7,2733250,7056567,109947050,71.83,116,391052.8,1468650.6,16521.74099,73710.6,,5718,551527.6,513882.6,220397.9,0.14,,566741.3,712166.1,2,2.72,2.14,3.03,2.92,3.75,4.93,4.65,10.62,0.72,0.14,1.03,0.92,1.75,2.93,2.65,8.62,87.12,1210.3,1364.56,1475.42,,92.15,97.76,105.38,127.93,74.24,104.24,88.892,81.32,100.47,91.64,87.1,100.9,85.19,85.76,82.08,85.1,-1.79,1.55,1.48,1691.94,1.3,15.17,21.02,0.18
2010.7.1,1553522.63,1566326.33,87.42,85.1,84.3,114.8,107.1,107.1,148.1,85.6,116.4,77.5,148.1,85.6,87.43,84.5,79.3,113.62,144055,0.58,62.3,24499.6,3.7,2.73,4,661,275,205,70,22383.9,79320,4016151,14924,946379,3054848,2104228,950619,9759577,2382326,761073,783237,1085960,2923902,182.2,31.5,200.6,2321283.67,2400843,2035852,,,,,,127121,15765,57362,10138,43856,202072.3,84.5,79.8,4130536,4007629,110936997,72.11,115.9,395229.2,1484229.9,16632.26316,67165.2,,888.1,557988.4,518068.6,225609.8,0.15,,569875.5,722502.8,2.21,2.81,2.33,3.17,3.14,3.88,4.91,4.81,10.75,0.6,0.12,0.96,0.93,1.67,2.7,2.6,8.54,86.21,1187.2,1369.95,1552.38,,92.2,97.88,105.33,129.78,73.09,106.28,89.238,81.4,100.97,91.73,87.36,100.79,85.44,85.93,82.24,85.8,5.54,0.54,-0.14,1731.12,1.31,15.01,19.88,0.18
2010.8.1,1553522.63,1566326.33,86.89,81.3,83.9,119.2,105.1,105.1,142.6,87.7,120.4,76,142.6,87.7,86.94,85.51,87.2,110.86,172034,0.77,61.3,24214.3,3.3,2.98,4,540,296,223,73,22115.1,70463,4019660,14910,941234,3063516,2111524,951992,9781763,2387763,757216,791941,1082348,2931582,171.4,29.9,185.2,2322558.67,2413512,2048103,,,,,,142009,18299,63570,12115,48025,202072.3,81.9,80.5,1199889,3821990,109602921,73.04,113.5,392521.8,1485791.7,16633.54828,70709.1,,13277,557988.4,518068.6,225609.8,0.15,,573315.8,731817.3,2.27,2.85,2.47,3.19,3.13,3.73,4.68,4.68,10.62,0.58,0.2,0.92,0.86,1.46,2.41,2.41,8.35,87.19,1189.1,1405.97,1505.94,,92.33,98.28,105.04,128.49,74.54,106.77,89.325,81.4,100.77,91.82,88.06,101,85.53,86.1,82.32,85.8,5.54,0.54,-0.14,1762.18,1.32,14.94,18.49,0.19
2010.9.1,1553522.63,1566326.33,87.21,78.7,83.7,119,107.9,107.9,145.6,88.8,121.5,76.1,145.6,88.8,87.03,85.94,88.5,111.64,130190,0.63,61.4,24270.2,3.4,2.88,5,575,289,221,68,22157.1,61532,4045627,14742,956450,3074435,2118381,956056,9762290,2384850,755952,798034,1063719,2970695,160.2,30.2,175.2,2339962.33,2423176,2044381,,,,,,163294,21815,71061,15898,54520,202072.3,84.9,84.2,3919048,7663290,114605725,74.21,112.4,396176.4,1491062.7,16660.47689,73457.9,,12392.1,557988.4,518068.6,225609.8,0.15,,576424.7,735432.5,2.27,2.82,2.5,3.03,2.99,3.48,4.28,4.41,10.36,0.55,0.23,0.76,0.72,1.21,2.01,2.14,8.09,87.86,1142,1363.34,1555.98,,93.1,100.12,105.33,129.23,75.81,107.33,89.497,81.48,99.96,91.92,89.56,100.79,85.62,86.19,82.49,85.8,5.54,0.54,-0.14,1815.75,1.23,16.11,16.4,0.19
2010.10.1,1577246.97,1579505.95,88.19,76.3,84,119.5,108.3,108.3,141.4,89.3,118.7,75.9,141.4,89.3,87.92,87.58,87.8,112.68,152948,0.68,61.6,24398,3.3,2.8,2,563,276,220,56,22247.7,70736,4086540,14655,976279,3095606,2133876,961729,9829347,2394603,759663,802841,1061667,3008322,176.5,33,195.3,2333075.67,2417093,2041351,,,,,,190731,24624,86149,18391,61567,203868.7,86.4,85.4,645954,3465176,112074773,74.66,112,395657.9,1496933.9,16693.80952,70788.3,,16708,558035.3,523221.2,233714.7,0.15,,581735.1,740031.1,2.26,2.8,2.48,2.87,2.8,3.24,4.11,4.13,10.14,0.54,0.22,0.61,0.54,0.98,1.85,1.87,7.88,88.68,1126.6,1390.69,1569.3,,92.48,98.68,105.66,130.57,80.44,108.41,89.67,81.4,100.16,91.64,89.56,100.9,85.62,86.19,82.65,86.4,4.96,-1.09,0.72,1889.7,1.22,16.22,17.05,0.19
